Nom du lieu;Adresse;Code postal;Ville;Latitude;Longitude;Type de parking;Source;Places;PMR;Transport public;Prix;Ouverture;Commentaire;Proprietaire;Lumière;Velo
Plateforme Multimodale de Puceul;L'Oseraye, 44390 Puceul;44390;Puceul;47.517998;-1.642048;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Parking de La Tour;18 Rue de la Bosselle, 44140 Remouillé;44140;Remouille;47.057464;-1.375308;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
P+R Navibus Trentemoult-Dépôt;Rue Ordronneau;44400;Reze;47.1919649893789;-1.58068769312562;P+R;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Maison de La Sèvre;7 Boulevard Mendès France, 44400 Rezé;44400;Rezé;47.177652;-1.529599;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Parking Sud Église;136 Rue de l'Erdre, 44440 Riaillé;44440;Riaillé;47.5172658;-1.2922669;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Lieu-Dit La Gréhandais;D33, 44390 Saffré;44390;Saffré;47.491399;-1.6328;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de Saint Brévin;27 Avenue Raymond Poincaré, 44250 Saint-Brevin-les-Pins;44250;Saint Brévin;47.2649171;-2.1635985;Aire_covoiturage;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Parc D'Activité de Brais;45 Route de Fondeline, 44600 Saint-Nazaire;44600;Saint Nazaire;47.286682;-2.29949;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Supermarché Lidl;17 Avenue de Nantes, 44310 Saint-Philbert-de-Grand-Lieu;44310;Saint Philbert De Grand Lieu;47.046053;-1.638851;Supermarket;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Parking de La Bresse;11 Rue Louis Lavoix, 44250 Saint-Brevin-les-Pins;44250;Saint-Brévin-Les-Pins;47.248183;-2.162461;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Parking La Bertinière;5 Rue de la Bertinière, 44310 Saint-Colomban;44310;Saint-Colomban;47.0140662;-1.5693551;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Parking Planchonnais;2 Rue de Luxembourg, 44980 Sainte-Luce-sur-Loire;44980;Sainte-Luce-Sur-Loire;47.2534557;-1.4750438;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Salle des Garennes;49 D117, 44190 Saint-Lumine-de-Clisson;44190;Sainte-Lumine-De-Clisson;47.0862761;-1.3307834;Building;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Parking Za Beau-Soleil;6 Rue du Petit Talmont, 44680 Sainte-Pazanne;44680;Sainte-Pazanne;47.103295;-1.799848;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de La Mairie;23 Rue René Guy Cadou, 44160 Sainte-Reine-de-Bretagne;44160;Sainte-Reine-De-Bretagne;47.443723;-2.191966;Aire_covoiturage;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Parking Paul Mercier;6 Rue Amaury d'Acigné, 44360 Saint-Étienne-de-Montluc;44360;Saint-Etienne-De-Montluc;47.274305;-1.779217;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Parking Rond-Point des Loges;1160 Boulevard des Airennes, 44150 Saint-Géréon;44150;Saint-Géréon;47.368594;-1.214375;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Espace Lampridic;16 Rue des Forges, 44530 Saint-Gildas-des-Bois;44530;Saint-Gildas-Des-Bois;47.512915;-2.039546;Building;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Le Pont Béranger;12 Route de Rouans, 44680 Saint-Hilaire-de-Chaléons;44680;Saint-Hilaire-De-Chaleons;47.129761;-1.833816;Aire_covoiturage;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Aire des Prés Chauveau;Route du Fleuve, 44450 Saint-Julien-de-Concelles;44450;Saint-Julien-De-Concelles;47.2566311;-1.4101982;Aire_covoiturage;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Mairie de Saint Julien de Vouvante;55B Rue de la Libération, 44670 Saint-Julien-de-Vouvantes;44670;Saint-Julien-De-Vouvante;47.642131;-1.241927;Building;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Mairie de Saint-Leger-Les-Vignes;16 Rue de Nantes, 44710 Saint-Léger-les-Vignes;44710;Saint-Leger-Les-Vignes;47.136366;-1.727096;Building;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Mairie de ;16 Rue de la Brière, 44410 Saint-Lyphard;44410;Saint-Lyphard;47.3955463;-2.3064532;Building;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Place du Port;4 Place du Port, 44270 Saint-Même-le-Tenu;44270;Saint-Même-Le-Tenu;47.0216368;-1.7929173;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Auberge Le Poteau Vert;1 Le Poteau Vert, 44460 Saint-Nicolas-de-Redon;44460;Saint-Nicolas-De-Redon;47.614488;-2.040153;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Parking Auto-Repair Shop;2 Le Pont-Neuf, 44320 Saint-Père-en-Retz;44320;Saint-Père-En-Retz;47.2145545;-2.0544434;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Aire de covoiturage La Noé;La Noé, 44310 Saint-Philbert-de-Grand-Lieu;44310;Saint-Philbert;47.0329286;-1.6577339;Aire_covoiturage;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Stade René Massé;124 Boulevard des Pas Enchantés, 44230 Saint-Sébastien-sur-Loire;44230;Saint-Sébastien-Sur-Loire;47.2106241;-1.5033778;Building;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de Sautron;51 Rue de la Vallée, 44880 Sautron;44880;Sautron;47.268146;-1.671199;Aire_covoiturage;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de Sévérac;7 La Normandais, 44530 Sévérac;44530;Sévérac;47.5570961;-2.0544648;Aire_covoiturage;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Aire de Stationnement Les Quatre Routes;Quatre routes, 44410 Saint-Lyphard;44410;St Lyphard;47.360428;-2.373873;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Mairie de St Michel Chef;17 Rue du Chevecier, 44730 Saint-Michel-Chef-Chef;44730;St Michel Chef;47.182217;-2.147248;Building;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Parking La Roche Blanche;6 T Rue de la Roche Blanche, 44350 Saint-Molf;44350;St Molf;47.393745;-2.424502;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Place de La Forge;5 Rue de la Mairie, 44590 Saint-Vincent-des-Landes;44590;St Vincent Des Landes;47.6549799;-1.4964583;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de La Planchonnais;Rue de la Planchonnais;44980;Ste-Luce-Sur-Loire;47.2529693713;-1.47505840776;Aire_covoiturage;44 CD44 Loire-atlantique sur data.gouv.fr;87;;;;;;;;NON
Aire de covoiturage Frachon;Boulevard Salvador Allende;44800;St-Herblain;47.2184797156911;-1.62157241198785;Aire_covoiturage;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Pas Enchantés;Boulevard des Pas Enchantés;44230;St-Sebastien;47.2103889381004;-1.50394106495835;Aire_covoiturage;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Les 3 Brasseurs;Rue Marie Curie;44230;St-Sébastien-Sur-Loire;47.1909207013;-1.48943265109;Aire_covoiturage;44 CD44 Loire-atlantique sur data.gouv.fr;140;;;;;;;;NON
Parking Rue du Pont;65 Rue du Pont, 44440 Teillé;44440;Teillé;47.45997;-1.278491;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
P+R Chronobus Pré Poulain;Rue de Beaulieu;44470;Thouare-Sur-Loire;47.2732941969954;-1.44604470063612;P+R;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Ragon;Tourneuve, 44119 Treillières;44119;Treillière;47.27888;-1.597824;Aire_covoiturage;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de Vallet;D763, 44330 Vallet;44330;Vallet;47.154704;-1.275787;Aire_covoiturage;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Parking du Val de Loire;11 Rue d'Anjou, 44370 Varades;44370;Varades;47.384396;-1.028128;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Parking Atelier Municipal;5 Route de Marsac, 44170 Vay;44170;Vay;47.555333;-1.7011642;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
P+R Busway Maraîchers;Rue de la Grand' Maison;44120;Vertou;47.1851690233184;-1.51067420700932;P+R;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Parc D'Activités des Iv Nations;1 Rue Edouard Belin, 44360 Vigneux-de-Bretagne;44360;Vigneux-De-Bretagne;47.301585;-1.7527927;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Parking du Lion D'Or;6 Route de Paimboeuf, 44640 Vue;44640;Vue;47.1985339;-1.8809152;Parking;44 CD44 Loire-atlantique sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de Baule;D2, 45130 Baule;45130;Baule;47.8210593448168;1.6825496798791806;Aire_covoiturage;45 CD45 Loiret sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de Bray En Val;151 Route de Gien, 45460 Bray-en-Val;45460;Bray En Val;47.82355055082569;2.3802590225699083;Aire_covoiturage;45 CD45 Loiret sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de Briare;D952, 45250 Briare;45250;Briare;47.660185935286066;2.7345205258464413;Aire_covoiturage;45 CD45 Loiret sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de Charsonville;1 Rue du 8 Mai 1945, 45130 Charsonville;45130;Charsonville;47.9283568494159;1.5804735925646982;Aire_covoiturage;45 CD45 Loiret sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de Chateauneuf Sur Loire;D10, 45110 Châteauneuf-sur-Loire;45110;Chateauneuf Sur Loire;47.88317452192215;2.23554040753116;Aire_covoiturage;45 CD45 Loiret sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de Chilleurs Aux Bois;3 Rue du Pied Boiteux, 45170 Chilleurs-aux-Bois;45170;Chilleurs Aux Bois;48.06670867279524;2.132572083453435;Aire_covoiturage;45 CD45 Loiret sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de Courtenay;2 Rue de l'Artisanat, 45320 Courtenay;45320;Courtenay;48.04219108449322;3.068264188970761;Aire_covoiturage;45 CD45 Loiret sur data.gouv.fr;;;;;;;;;
Aire de covoiturage Zac des Loges;50 Rue Bernard de la Rochefoucauld, 45450 Fay-aux-Loges;45450;Fay Aux Loges;47.909173916228404;2.135969036119757;Aire_covoiturage;45 CD45 Loiret sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de Gien;1 Rue de la Fabrique, 45500 Gien;45500;Gien;47.68851512343496;2.620276469295303;Aire_covoiturage;45 CD45 Loiret sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de Jargeau;2 Rue du Civet, 45150 Jargeau;45150;Jargeau;47.86405456229984;2.1235291551127577;Aire_covoiturage;45 CD45 Loiret sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de La Ferte Saint Aubin;141 Rue Général Leclerc, 45240 La Ferté-Saint-Aubin;45240;La Ferte Saint Aubin;47.716856999907264;1.9410744228162717;Aire_covoiturage;45 CD45 Loiret sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de Pithiviers Le Vieil;Intersection N152 - D928, 45300 Pithiviers-le-Vieil;45300;Pithiviers;48.160201147358;2.2327755028887393;Aire_covoiturage;45 CD45 Loiret sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de Sully Sur Loire;8 Route de Gien, 45600 Sully-sur-Loire;45600;Sully Sur Loire;47.763819588912455;2.3823813683708353;Aire_covoiturage;45 CD45 Loiret sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de Tigy;4 Rue d'Orléans, 45510 Tigy;45510;Tigy;47.79490007886711;2.1973886313242565;Aire_covoiturage;45 CD45 Loiret sur data.gouv.fr;;;;;;;;;
Aire de covoiturage de covoiturage de Villemandeur;53 Avenue de la Libération, 45700 Villemandeur;45700;Villemandeur;47.98959126310087;2.692227021797948;Aire_covoiturage;45 CD45 Loiret sur data.gouv.fr;;;;;;;;;
Aire de covoiturage d'Aiguillon;Avenue Jean François-Poncet (Anciennement Avenue Du Stade) Au Bout De La Rue Yves-Du-Manoir.;47190;Aiguillon;44.295472;0.339828;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage d'Allez-et-Cazeneuve;Sur Le Parking Sur La D446 En Face Du Cimetière.;47110;Allez-et-Cazeneuve;44.395748;0.632293;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Bias;Au Niveau Du Rond-Point De Paren (D911).;47300;Bias;44.405352;0.651197;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage du Clavier à Bouglon;En Bordure De La D933, Entre L'Entreprise De Menuiserie Alu B Et Mod Coiffure;47250;Bouglon;44.386404;0.103631;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Cancon;En Face De La Piscine Municipale De Cancon Au Niveau Du Parc Des Sports.;47290;Cancon;44.5425;0.6238888888888889;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Casseneuil;Sur Le Parking Au Niveau Du Rond-Point D217 / Rive Gauche.;47440;Casseneuil;44.443264;0.613068;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Cassignas;Sur Un Délaissé De La D656 / Croisement Avec La Route De Cassignas.;47340;Cassignas;44.286142;0.793609;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Casteljaloux;Place De La Cardine;47700;Casteljaloux;44.312798;0.091823;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Damazan;Le Long De La D8, Entre La D8 Et L’Avenue Des Landes.;47160;Damazan;44.287086;0.271062;Aire_covoiturage;47 CD47 Lot-et-Garonne;30;;;;;;;;
Aire de covoiturage de Granges-sur-Lot;Rue Des Mûriers, Au Fond Du Parking.;47260;Granges-sur-Lot;44.373459;0.475050;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage d'Hautefage-la-Tour;Sur Le Parking De La Salle Des Fêtes.;47340;Hautefage-la-Tour;44.326676;0.783459;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage d'Houeillès;Place De L'École Proche De La Salle Des Fêtes En Bordure De La D933;47420;Houeillès;44.196012;0.033367;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage la Sauvetat-de-Savères;Sur Le Grand Parking À La Sortie Du Village Au Niveau Du Croisement Pour Saint-Robert.;47270;La Sauvetat-de-Savères;44.227178;0.799225;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de La Sauvetat-du-Dropt;Avenue Du Pied, À Côté Du Parking De L'Agence Postale.;47800;La Sauvetat-du-Dropt;44.647201;0.339592;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Laroque-Timbaut;Sur Le Parking Du Stade.;47340;Laroque-Timbaut;44.276664;0.765620;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Laugnac;Place Pedoussaut À Laugnac, Quasiment En Face De La Salle Des Fêtes À Côté Du Boulodrome.;47600;Laugnac;44.18229;0.36194;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage du Lédat;Sur Le Parking De La Salle Des Fêtes De Campagnac.;47300;Lédat;44.431836;0.669752;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Lusignan-Petit ;Route D'Agen Au Pied Du Foyer Rural.;47360;Lusignan-Petit ;44.270867;0.524779;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Monbalen;Sur Un Délaissé De La Rn21 Au Croisement De La D110.;47340;Monbalen;44.323606;0.724652;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Monclar d'Agenais;Sur Le Parking Du Centre De Loisir Et De La Salle Des Fêtes. Lieu-Dit Le Magre.;47380;Monclar d'Agenais;44.436302;0.536526;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Montpezat-d'Agenais;" Devant Le Terrain De Tennis Sur La D13 Au Lieu Dit ""Pont-De-Luzer"".";47360;Montpezat-d'Agenais;44.331705;0.535572;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Penne d'Agenais;Derrière La Gare De Penne D'Agenais, En Face De La Déchetterie.;47140;Penne d'Agenais;44.378964;0.803117;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Port-Sainte-Marie;Sur Le Parking Entre La D813, Le Rond-Point De L'Entrée Du Village Et La Voie Ferrée.;47130;Port-Sainte-Marie;44.249830;0.394924;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Prayssas ;Sur Le Parking De La Salle De Sports De Prayssas.;47360;Prayssas ;44.288225;0.508450;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Pujols;Au Niveau Du Giratoire De La D223 Et De La Nationale 21, Direction Côte De Laudie.;47300;Pujols;44.37421;0.71407;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Puymirol;Sur L'Esplanade Éric Faure, En Bordure De La D16 Qui Monte À La Bastide En Venant D'Agen.;47270;Puymirol;44.186907;0.788730;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Saint Sernin de duras;Au Croisement Entre La D708 Et La D311;47120;Saint Sernin de Duras;44.710241;0.221949;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Saint-Antoine-de-Ficalba;Sur Le Parking Dans Le Bourg En Face De La Salle Des Fêtes.;47340;Saint-Antoine-de-Ficalba;44.333672;0.718697;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Sainte-Livrade-sur-Lot;Au Niveau Rond-Point De La Zone De Nombel (D911 / D113).;47110;Sainte-Livrade-sur-Lot;44.391129;0.581513;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Parking de covoiturage VINCI Autoroutes Marmande;Sortie D’Autoroute En Direction De Marmande.;47250;Samazan;44.436548;0.131884;Sortie_autoroute;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage du Temple-sur-Lot;Sur La Zone D'Activité Économique, Au Niveau Du Rond-Point Dit De Gouneau.;47110;Temple-sur-Lot;44.377830;0.502216;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Tournon-d'Agenais;Au Rond-Point Principal Au Bas De La Bastide.;47370;Tournon-d'Agenais;44.401003;0.997116;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Villeneuve-sur-Lot;Sur Le Parking Du Magasin Conforama.;47300;Villeneuve-sur-Lot;44.411484;0.737757;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage de Virazeil;À Gauche En Entrant  Dans Virazeil En Venant De Marmande.;47200;Virazeil;44.500626;0.250872;Aire_covoiturage;47 CD47 Lot-et-Garonne;;;;;;;;;
Aire de covoiturage D'Antrenas;D900-A75 SORTIE 38;48100;Antrenas;44.5823381;3.2510495;Aire_covoiturage;48 CD48 Lozère;;;;;;;;;
Aire de covoiturage de Balsièges;N106 A 200M VERS BALSIEGES;48000;Balsieges;44.4795746;3.4543763;Aire_covoiturage;48 CD48 Lozère;;;;;;;;;
Aire de covoiturage de Banassac;GIR A75-D809 BANASSAC;48500;Banassac;44.4390869;3.1972274;Aire_covoiturage;48 CD48 Lozère;;;;;;;;;
Aire de covoiturage de L'Habitarelle;N88 L_HABITARELLE;48170;Chateauneuf-De-Randon;44.6332401;3.6760067;Aire_covoiturage;48 CD48 Lozère;;;;;;;;;
Aire de covoiturage de Formarés;TROIS RIVIERES GIR N106-D998;48400;Florac;44.335399;3.5858764;Aire_covoiturage;48 CD48 Lozère;;;;;;;;;
Aire de covoiturage de L'Arrestadou;D985-D5;48600;Grandrieu;44.7853366;3.6292882;Aire_covoiturage;48 CD48 Lozère;;;;;;;;;
Aire de covoiturage du Buisson;GIR A75 SORTIE 37 - VC BUISSON;48100;Le Buisson;44.6340118;3.2394657;Aire_covoiturage;48 CD48 Lozère;;;;;;;;;
Aire de covoiturage du Bleymard;D901 DANS LE BLEYMARD AU DESSUS DU STADE;48190;Le-Bleymard;44.490565;3.7378247;Aire_covoiturage;48 CD48 Lozère;;;;;;;;;
Aire de covoiturage de Romardiès;GIR N88-D888 ROMARDIES;48230;Les Salelles;44.4972567;3.2627209;Aire_covoiturage;48 CD48 Lozère;;;;;;;;;
Aire de covoiturage du Pont des demoiselles;Croisement D998-D35;48220;Pont-De-Montvert-Sud-Mont-Lozere;44.3670905;3.7350492;Aire_covoiturage;48 CD48 Lozère;;;;;;;;;
Aire de covoiturage de La Vignolette;A75 SORTIE ECHANGEUR 34 D806 LA VIGNOLETTE;48200;Rimeize;44.7844691;3.2919761;Aire_covoiturage;48 CD48 Lozère;;;;;;;;;
Aire de covoiturage de Rouffiac;Croisement N106-D41;48000;Saint-Bauzile;44.4778634;3.4963328;Aire_covoiturage;48 CD48 Lozère;;;;;;;;;
Aire de covoiturage de Téléranha;Croisement D24-D40;48110;Sainte-Croix-Vallee-Francaise;44.1803137;3.7407634;Aire_covoiturage;48 CD48 Lozère;;;;;;;;;
Aire de covoiturage de St Etienne Vallée Française;DANS SAINT-ETIENNE-VF FACE SALLE DES FETES;48330;Saint-Etienne-Vallee-Francaise;44.1649487;3.8418385;Aire_covoiturage;48 CD48 Lozère;;;;;;;;;
Aire de covoiturage de St Privat de Vallongue;Croisement N106-D29;48240;Saint-Privat-De-Vallongue;44.2767444;3.835128;Aire_covoiturage;48 CD48 Lozère;;;;;;;;;
Aire de covoiturage de Villefort;Croisement D901-D51;48800;Villefort;44.4435576;3.9333345;Aire_covoiturage;48 CD48 Lozère;;;;;;;;;
Aire de covoiturage du Fléchet;giratoire échangeur D768/D775 (accès vers La Croix Cadeau) ;49240;Avrillé;47.514311;-0.617034;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage du Super U Baugé;Places réservées sur le parking du Super U;49150;Baugé-En-Anjou (Baugé);47.545875;-0.110494;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage de L'Hoirie;giratoire échangeur D102E/D523, face à Jardiland;49070;Beaucouzé;47.468802;-0.620014;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage des Marillères;giratoire gendarmerie de Beaufort-en-Vallée;49250;Beaufort-En-Anjou (Beaufort-En-Vallée);47.443393;-0.241484;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage des Landes Fleuries;giratoire D91/D752 (Andrezé);49600;Beaupréau-En-Mauges (Andrezé);47.153879;-0.966624;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage de L'Europe;giratoire D963/D104, face au Super U;49370;Bécon-Les-Granits;47.502581;-0.790797;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage de La Chaussée;Croisement D85/D10;49650;Brain-Sur-Allonnes;47.285643;0.059671;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage de La Loire;Ile de Chalonnes, en entrée d'agglomération;49290;Chalonnes-Sur-Loire;47.355686;-0.760742;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage de Dénia;Giratoire échangeur D160/N249 (Cholet Ouest);49300;Cholet;47.035609;-0.905585;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage des Fresnaies;giratoire Ouest déviation de Coron;49690;Coron;47.124959;-0.662433;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage de La Saulaie;giratoire D960/D761 déviation de Doué (vers Montreuil-Bellay);49700;Doué-En-Anjou (Doué-La-Fontaine);47.182967;-0.248529;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage du Porage;giratoire D52/D859;49330;Etriché;47.682563;-0.43759;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage de La Croix de Beauvais;giratoire D74/768;49460;Feneu;47.612159;-0.58458;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage de La Salle;giratoire D768/D859, au droit des établissements Romet (Cherré) ;49330;Hauts-D'Anjou (Les) (Cherré);47.701221;-0.541374;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage de durval;giratoire Ouest déviation Le Lion (D101/D775/D770);49220;Lion-D'Angers (Le);47.621822;-0.726109;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage de La Perrière - Lavage U;Parking derrière station de lavage Super U de Brain-s/-l'Authion;49800;Loire-Authion (Brain-Sur-L'Authion);47.463012;-0.407867;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage des Biarèges;giratoire D347 / route de Sarrigné (Les Rimoux) (Corné);49630;Loire-Authion (Corné);47.47579;-0.356083;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage de Belle-Poule;giratoire carré D952 / rue Ligérienne (vers centre-bourg de La Daguenière);49800;Loire-Authion (La Daguenière);47.420305;-0.449198;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage de Grézillon;giratoire D347/ VC avenue du Moulin;49160;Longué-Jumelles;47.381788;-0.107857;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage du Tertre;giratoire nord déviation de La Membrolle;49220;Membrolle-S/-Longuenée (La);47.566618;-0.678134;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage de Montreuil-Bellay;bvd Pasteur (Croisement TàG D347/D175 en sortie de Montreuil-Bellay);49260;Montreuil-Bellay;47.14273;-0.15371;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
Aire de covoiturage du Landreau;giratoire D123/D160;49610;Mozé-S/-Louet;47.3666808;-0.56435;Aire_covoiturage;49 CD49 Maine-et-loire;;;;;;;;;
